Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
05/16/2020,Eastern,Probable,3,0,0
05/16/2020,Northern,Probable,12,0,0
05/16/2020,Central,Confirmed,118,6,4
05/16/2020,Northern,Confirmed,454,36,15
05/16/2020,Southwest,Confirmed,19,3,0
05/16/2020,Northwest,Confirmed,147,8,4
05/17/2020,Northwest,Confirmed,104,12,2
05/17/2020,Southwest,Confirmed,23,3,0
05/17/2020,Northern,Confirmed,379,45,18
05/17/2020,Southwest,Probable,1,0,0
05/17/2020,Central,Confirmed,116,9,4
05/17/2020,Eastern,Probable,1,0,0
05/17/2020,Eastern,Confirmed,47,10,3
05/17/2020,Northwest,Probable,18,0,0
05/17/2020,Northern,Probable,13,0,2
05/17/2020,Central,Probable,3,0,0
05/18/2020,Northwest,Confirmed,188,15,0
05/18/2020,Central,Confirmed,271,12,5
05/18/2020,Eastern,Probable,6,0,1
05/18/2020,Eastern,Confirmed,120,6,2
05/18/2020,Northern,Confirmed,694,42,16
05/18/2020,Central,Probable,3,0,0
05/18/2020,Northern,Probable,15,0,1
05/18/2020,Southwest,Confirmed,44,5,1
05/18/2020,Southwest,Probable,1,0,0
05/18/2020,Northwest,Probable,23,0,0
05/19/2020,Northern,Probable,15,0,3
05/19/2020,Northwest,Confirmed,120,17,2
05/19/2020,Northern,Confirmed,590,31,16
05/19/2020,Southwest,Confirmed,25,3,0
05/19/2020,Southwest,Probable,2,0,0
05/19/2020,Eastern,Confirmed,75,11,4
05/19/2020,Eastern,Probable,3,0,0
05/19/2020,Central,Probable,13,0,0
05/19/2020,Northwest,Probable,14,0,0
05/19/2020,Central,Confirmed,278,9,5
05/20/2020,Northwest,Probable,14,0,1
05/20/2020,Southwest,Confirmed,69,5,3
05/20/2020,Central,Probable,7,0,0
05/20/2020,Northern,Probable,16,1,0
05/20/2020,Northern,Confirmed,599,43,12
05/20/2020,Central,Confirmed,252,20,4
05/20/2020,Eastern,Probable,2,0,0
05/20/2020,Northwest,Confirmed,117,5,4
05/20/2020,Southwest,Probable,6,0,0
05/20/2020,Eastern,Confirmed,100,3,1
05/21/2020,Northern,Confirmed,489,42,16
05/21/2020,Eastern,Confirmed,62,12,1
05/21/2020,Central,Probable,16,0,0
05/21/2020,Northwest,Confirmed,96,7,2
05/21/2020,Southwest,Probable,1,0,0
05/21/2020,Eastern,Probable,3,0,0
05/21/2020,Central,Confirmed,425,9,4
05/21/2020,Southwest,Confirmed,29,2,0
05/21/2020,Northern,Probable,6,0,0
05/21/2020,Northwest,Probable,13,0,0
05/22/2020,Northern,Confirmed,475,47,12
05/22/2020,Central,Confirmed,229,16,4
05/22/2020,Central,Probable,12,0,0
05/22/2020,Southwest,Probable,1,0,0
05/22/2020,Northwest,Confirmed,124,11,1
05/22/2020,Eastern,Probable,3,0,0
05/22/2020,Eastern,Confirmed,75,7,3
05/22/2020,Northwest,Probable,15,0,0
05/22/2020,Southwest,Confirmed,43,6,2
05/22/2020,Northern,Probable,15,0,2
05/23/2020,Southwest,Confirmed,60,10,1
05/23/2020,Central,Confirmed,134,9,5
05/23/2020,Southwest,Probable,2,0,0
05/23/2020,Northern,Confirmed,340,42,13
05/23/2020,Eastern,Confirmed,55,5,0
05/23/2020,Northwest,Probable,10,0,0
05/23/2020,Northern,Probable,3,0,3
05/23/2020,Northwest,Confirmed,128,11,2
05/23/2020,Central,Probable,5,0,0
05/24/2020,Eastern,Confirmed,39,4,2
05/24/2020,Eastern,Probable,8,0,0
05/24/2020,Northern,Probable,4,0,2
05/24/2020,Central,Probable,6,0,0
05/24/2020,Central,Confirmed,179,8,5
05/24/2020,Northwest,Confirmed,94,10,1
05/24/2020,Southwest,Probable,1,0,0
05/24/2020,Southwest,Confirmed,21,1,1
05/24/2020,Northwest,Probable,12,0,0
05/24/2020,Northern,Confirmed,311,41,19
05/25/2020,Eastern,Confirmed,64,9,2
05/25/2020,Northwest,Confirmed,89,7,2
05/25/2020,Northern,Confirmed,417,31,5
05/25/2020,Central,Confirmed,142,21,3
05/25/2020,Northern,Probable,12,1,0
05/25/2020,Northwest,Probable,14,0,0
05/25/2020,Central,Probable,6,0,0
05/25/2020,Eastern,Probable,5,1,0
05/25/2020,Southwest,Confirmed,24,7,0
05/26/2020,Northern,Confirmed,371,34,19
05/26/2020,Eastern,Confirmed,90,2,2
05/26/2020,Northwest,Confirmed,155,8,4
05/26/2020,Central,Confirmed,223,14,2
05/26/2020,Southwest,Confirmed,51,3,0
05/26/2020,Southwest,Probable,5,0,0
05/26/2020,Northern,Probable,19,0,1
05/26/2020,Central,Probable,5,0,0
05/26/2020,Eastern,Probable,2,0,1
05/26/2020,Northwest,Probable,9,0,0
05/27/2020,Eastern,Probable,7,0,0
05/27/2020,Northwest,Probable,10,0,0
05/27/2020,Northern,Probable,14,0,0
05/27/2020,Central,Confirmed,305,19,4
05/27/2020,Eastern,Confirmed,76,2,0
05/27/2020,Northwest,Confirmed,128,7,6
05/27/2020,Central,Probable,20,0,0
05/27/2020,Northern,Confirmed,349,25,12
05/27/2020,Southwest,Confirmed,41,4,0
05/28/2020,Northwest,Probable,11,0,0
05/28/2020,Northern,Probable,8,0,0
05/28/2020,Eastern,Confirmed,83,9,2
05/28/2020,Southwest,Confirmed,48,2,2
05/28/2020,Northwest,Confirmed,119,9,4
05/28/2020,Central,Confirmed,161,15,7
05/28/2020,Central,Probable,8,0,1
05/28/2020,Eastern,Probable,4,0,0
05/28/2020,Southwest,Probable,1,0,0
05/28/2020,Northern,Confirmed,421,28,12
05/29/2020,Central,Probable,9,0,0
05/29/2020,Northern,Confirmed,358,24,8
05/29/2020,Northern,Probable,10,0,0
05/29/2020,Central,Confirmed,217,21,9
05/29/2020,Eastern,Probable,1,0,0
05/29/2020,Southwest,Confirmed,49,1,2
05/29/2020,Eastern,Confirmed,54,6,3
05/29/2020,Northwest,Probable,6,1,0
05/29/2020,Northwest,Confirmed,152,8,2
05/30/2020,Northwest,Probable,7,0,0
05/30/2020,Southwest,Confirmed,35,3,3
05/30/2020,Central,Confirmed,154,9,8
05/30/2020,Southwest,Probable,1,0,0
05/30/2020,Northwest,Confirmed,84,6,2
05/30/2020,Eastern,Probable,1,0,0
05/30/2020,Eastern,Confirmed,71,6,2
05/30/2020,Northern,Probable,3,0,0
05/30/2020,Central,Probable,1,0,1
05/30/2020,Northern,Confirmed,197,23,8
05/31/2020,Eastern,Confirmed,41,3,0
05/31/2020,Northwest,Confirmed,54,12,3
05/31/2020,Northwest,Probable,2,0,0
05/31/2020,Southwest,Confirmed,36,2,2
05/31/2020,Northern,Probable,6,1,0
05/31/2020,Central,Confirmed,122,9,1
05/31/2020,Southwest,Probable,2,0,0
05/31/2020,Eastern,Probable,2,0,0
05/31/2020,Northern,Confirmed,183,22,7
06/01/2020,Central,Confirmed,209,19,3
06/01/2020,Northern,Confirmed,381,20,9
06/01/2020,Northern,Probable,14,0,0
06/01/2020,Southwest,Confirmed,55,3,0
06/01/2020,Northwest,Probable,9,0,0
06/01/2020,Northwest,Confirmed,125,7,1
06/01/2020,Eastern,Confirmed,67,5,0
06/01/2020,Central,Probable,3,0,0
06/01/2020,Eastern,Probable,5,0,0
06/01/2020,Southwest,Probable,1,0,0
06/02/2020,Southwest,Confirmed,37,1,3
06/02/2020,Northern,Probable,8,0,0
06/02/2020,Southwest,Probable,2,0,0
06/02/2020,Eastern,Confirmed,102,4,1
06/02/2020,Northwest,Confirmed,103,7,1
06/02/2020,Northern,Confirmed,250,25,13
06/02/2020,Central,Confirmed,195,14,2
06/02/2020,Central,Probable,2,0,0
06/02/2020,Northwest,Probable,15,0,1
06/02/2020,Eastern,Probable,9,0,1
06/03/2020,Central,Probable,5,0,0
06/03/2020,Northwest,Confirmed,85,6,3
06/03/2020,Northwest,Probable,14,0,0
06/03/2020,Central,Confirmed,186,11,5
06/03/2020,Northern,Probable,3,0,1
06/03/2020,Southwest,Confirmed,41,1,1
06/03/2020,Northern,Confirmed,247,19,12
06/03/2020,Eastern,Confirmed,65,6,2
06/03/2020,Eastern,Probable,7,0,0
06/04/2020,Southwest,Confirmed,39,4,1
06/04/2020,Northwest,Probable,16,1,2
06/04/2020,Central,Probable,8,0,0
06/04/2020,Northern,Probable,4,0,1
06/04/2020,Northwest,Confirmed,104,3,1
06/04/2020,Southwest,Probable,1,0,1
06/04/2020,Central,Confirmed,172,15,4
06/04/2020,Eastern,Confirmed,60,9,3
06/04/2020,Eastern,Probable,11,0,0
06/04/2020,Northern,Confirmed,239,22,8
06/05/2020,Southwest,Confirmed,47,3,4
06/05/2020,Northwest,Confirmed,104,4,1
06/05/2020,Eastern,Confirmed,81,4,1
06/05/2020,Central,Confirmed,167,10,4
06/05/2020,Southwest,Probable,2,0,0
06/05/2020,Central,Probable,5,0,0
06/05/2020,Northern,Probable,6,0,0
06/05/2020,Northwest,Probable,22,0,0
06/05/2020,Northern,Confirmed,231,24,6
06/05/2020,Eastern,Probable,6,0,0
06/06/2020,Eastern,Confirmed,58,8,0
06/06/2020,Northwest,Confirmed,72,7,3
06/06/2020,Southwest,Confirmed,31,4,0
06/06/2020,Northwest,Probable,13,0,0
06/06/2020,Eastern,Probable,2,0,0
06/06/2020,Central,Confirmed,111,7,2
06/06/2020,Central,Probable,3,0,1
06/06/2020,Northern,Probable,5,0,0
06/06/2020,Northern,Confirmed,142,21,7
06/07/2020,Central,Probable,5,0,1
06/07/2020,Northern,Probable,3,1,0
06/07/2020,Northwest,Probable,13,0,0
06/07/2020,Eastern,Confirmed,42,4,2
06/07/2020,Southwest,Confirmed,23,4,2
06/07/2020,Northwest,Confirmed,54,3,2
06/07/2020,Eastern,Probable,2,0,1
06/07/2020,Northern,Confirmed,123,19,6
06/07/2020,Central,Confirmed,67,4,3
06/08/2020,Northwest,Confirmed,107,6,1
06/08/2020,Southwest,Confirmed,38,6,2
06/08/2020,Central,Confirmed,183,13,3
06/08/2020,Northern,Probable,6,0,2
06/08/2020,Eastern,Confirmed,91,5,2
06/08/2020,Northern,Confirmed,213,14,6
06/08/2020,Northwest,Probable,12,0,1
06/08/2020,Central,Probable,9,0,0
06/08/2020,Eastern,Probable,4,0,0
06/09/2020,Central,Probable,5,0,0
06/09/2020,Southwest,Probable,0,0,1
06/09/2020,Northern,Probable,2,1,0
06/09/2020,Eastern,Confirmed,93,7,2
06/09/2020,Southwest,Confirmed,51,4,3
06/09/2020,Northwest,Probable,13,0,0
06/09/2020,Northern,Confirmed,207,7,7
06/09/2020,Central,Confirmed,178,8,4
06/09/2020,Northwest,Confirmed,98,9,2
06/10/2020,Northwest,Probable,11,1,0
06/10/2020,Southwest,Confirmed,50,3,2
06/10/2020,Central,Confirmed,198,8,2
06/10/2020,Northwest,Confirmed,72,10,3
06/10/2020,Northern,Confirmed,205,12,5
06/10/2020,Southwest,Probable,1,0,0
06/10/2020,Eastern,Probable,5,0,0
06/10/2020,Northern,Probable,8,0,0
06/10/2020,Central,Probable,5,0,0
06/10/2020,Eastern,Confirmed,95,9,1
06/11/2020,Northwest,Confirmed,68,7,1
06/11/2020,Eastern,Confirmed,68,5,0
06/11/2020,Northern,Probable,1,0,0
06/11/2020,Northern,Confirmed,162,5,6
06/11/2020,Central,Confirmed,140,9,7
06/11/2020,Southwest,Confirmed,42,2,2
06/11/2020,Central,Probable,4,0,0
06/11/2020,Northwest,Probable,6,0,1
06/11/2020,Eastern,Probable,3,0,1
06/12/2020,Eastern,Probable,2,0,0
06/12/2020,Northern,Confirmed,186,17,4
06/12/2020,Central,Confirmed,143,17,1
06/12/2020,Southwest,Confirmed,41,2,2
06/12/2020,Eastern,Confirmed,95,9,1
06/12/2020,Southwest,Probable,0,0,1
06/12/2020,Northwest,Probable,6,0,1
06/12/2020,Northwest,Confirmed,74,5,1
06/12/2020,Central,Probable,6,0,0
06/12/2020,Northern,Probable,4,0,1
06/13/2020,Northern,Confirmed,96,8,8
06/13/2020,Eastern,Confirmed,61,8,2
06/13/2020,Southwest,Probable,1,0,0
06/13/2020,Southwest,Confirmed,41,1,3
06/13/2020,Northwest,Confirmed,46,7,3
06/13/2020,Central,Confirmed,97,6,4
06/13/2020,Northern,Probable,10,0,2
06/13/2020,Central,Probable,6,0,1
06/13/2020,Eastern,Probable,2,0,0
06/13/2020,Northwest,Probable,10,0,0
06/14/2020,Northwest,Probable,2,0,0
06/14/2020,Northern,Confirmed,120,14,4
06/14/2020,Central,Probable,6,0,0
06/14/2020,Central,Confirmed,74,9,4
06/14/2020,Northwest,Confirmed,57,7,2
06/14/2020,Southwest,Confirmed,35,1,0
06/14/2020,Eastern,Confirmed,57,5,0
06/14/2020,Northern,Probable,1,0,1
06/15/2020,Central,Probable,14,0,0
06/15/2020,Central,Confirmed,190,5,4
06/15/2020,Northwest,Confirmed,87,3,1
06/15/2020,Eastern,Confirmed,142,4,1
06/15/2020,Northern,Probable,7,0,0
06/15/2020,Northwest,Probable,12,0,0
06/15/2020,Eastern,Probable,2,0,0
06/15/2020,Northern,Confirmed,216,9,8
06/15/2020,Southwest,Confirmed,55,1,1
06/15/2020,Southwest,Probable,1,0,0
06/16/2020,Central,Confirmed,141,5,2
06/16/2020,Northern,Confirmed,186,9,3
06/16/2020,Southwest,Confirmed,79,7,2
06/16/2020,Eastern,Probable,3,0,1
06/16/2020,Eastern,Confirmed,100,2,0
06/16/2020,Central,Probable,7,0,0
06/16/2020,Southwest,Probable,1,1,0
06/16/2020,Northern,Probable,1,0,0
06/16/2020,Northwest,Probable,5,0,0
06/16/2020,Northwest,Confirmed,83,2,3
06/17/2020,Eastern,Confirmed,126,8,3
06/17/2020,Central,Probable,7,0,0
06/17/2020,Northern,Probable,3,0,0
06/17/2020,Northwest,Probable,9,0,0
06/17/2020,Central,Confirmed,159,11,4
06/17/2020,Eastern,Probable,1,0,0
06/17/2020,Northwest,Confirmed,73,5,0
06/17/2020,Southwest,Probable,4,0,0
06/17/2020,Northern,Confirmed,197,7,5
06/17/2020,Southwest,Confirmed,84,2,0
06/18/2020,Eastern,Probable,9,0,0
06/18/2020,Central,Probable,9,0,0
06/18/2020,Northwest,Probable,8,0,0
06/18/2020,Northwest,Confirmed,109,9,0
06/18/2020,Northern,Probable,7,0,0
06/18/2020,Eastern,Confirmed,130,6,2
06/18/2020,Central,Confirmed,195,7,4
06/18/2020,Northern,Confirmed,160,11,5
06/18/2020,Southwest,Confirmed,104,7,4
06/18/2020,Southwest,Probable,2,1,1
06/19/2020,Eastern,Confirmed,83,10,1
06/19/2020,Northwest,Probable,12,0,0
06/19/2020,Central,Probable,9,0,0
06/19/2020,Northwest,Confirmed,91,9,2
06/19/2020,Eastern,Probable,2,0,0
06/19/2020,Southwest,Probable,2,0,0
06/19/2020,Southwest,Confirmed,76,4,2
06/19/2020,Northern,Probable,3,0,1
06/19/2020,Northern,Confirmed,171,12,7
06/19/2020,Central,Confirmed,125,4,4
06/20/2020,Central,Confirmed,84,6,2
06/20/2020,Northern,Confirmed,179,8,5
06/20/2020,Eastern,Confirmed,88,4,2
06/20/2020,Central,Probable,6,0,0
06/20/2020,Eastern,Probable,5,0,0
06/20/2020,Northern,Probable,3,0,0
06/20/2020,Southwest,Probable,2,0,1
06/20/2020,Northwest,Probable,7,1,0
06/20/2020,Northwest,Confirmed,65,3,2
06/20/2020,Southwest,Confirmed,73,2,3
06/21/2020,Eastern,Confirmed,96,7,0
06/21/2020,Central,Probable,7,0,0
06/21/2020,Central,Confirmed,83,8,5
06/21/2020,Eastern,Probable,4,0,0
06/21/2020,Northern,Probable,2,0,0
06/21/2020,Northwest,Probable,4,0,0
06/21/2020,Southwest,Confirmed,71,4,2
06/21/2020,Northwest,Confirmed,62,6,3
06/21/2020,Southwest,Probable,1,0,0
06/21/2020,Northern,Confirmed,179,6,4
06/22/2020,Central,Confirmed,139,7,3
06/22/2020,Eastern,Probable,4,0,0
06/22/2020,Southwest,Probable,2,0,0
06/22/2020,Southwest,Confirmed,98,5,0
06/22/2020,Northwest,Probable,11,0,0
06/22/2020,Central,Probable,4,0,0
06/22/2020,Northern,Probable,7,0,2
06/22/2020,Eastern,Confirmed,177,8,3
06/22/2020,Northwest,Confirmed,95,11,3
06/22/2020,Northern,Confirmed,286,8,0
06/23/2020,Northwest,Probable,11,0,0
06/23/2020,Eastern,Confirmed,162,9,2
06/23/2020,Northwest,Confirmed,85,4,1
06/23/2020,Northern,Probable,14,0,1
06/23/2020,Southwest,Probable,4,0,0
06/23/2020,Southwest,Confirmed,84,4,4
06/23/2020,Northern,Confirmed,227,10,2
06/23/2020,Central,Confirmed,140,9,0
06/23/2020,Central,Probable,7,0,0
06/23/2020,Eastern,Probable,5,0,0
06/24/2020,Southwest,Confirmed,137,2,0
06/24/2020,Central,Probable,5,0,0
06/24/2020,Northern,Probable,12,0,0
06/24/2020,Northwest,Confirmed,84,4,1
06/24/2020,Southwest,Probable,1,0,1
06/24/2020,Central,Confirmed,135,10,3
06/24/2020,Eastern,Probable,7,0,0
06/24/2020,Eastern,Confirmed,182,12,2
06/24/2020,Northern,Confirmed,220,2,4
06/24/2020,Northwest,Probable,14,0,0
06/25/2020,Southwest,Probable,1,0,0
06/25/2020,Northern,Probable,7,0,0
06/25/2020,Eastern,Confirmed,154,5,0
06/25/2020,Northwest,Probable,15,1,0
06/25/2020,Southwest,Confirmed,97,8,0
06/25/2020,Northern,Confirmed,207,6,3
06/25/2020,Eastern,Probable,7,0,0
06/25/2020,Central,Confirmed,162,4,1
06/25/2020,Central,Probable,49,0,0
06/25/2020,Northwest,Confirmed,74,3,6
06/26/2020,Northwest,Probable,9,0,1
06/26/2020,Northwest,Confirmed,73,4,4
06/26/2020,Central,Probable,9,0,0
06/26/2020,Northern,Probable,10,0,0
06/26/2020,Southwest,Confirmed,90,6,1
06/26/2020,Central,Confirmed,169,9,4
06/26/2020,Northern,Confirmed,196,8,2
06/26/2020,Southwest,Probable,3,0,0
06/26/2020,Eastern,Confirmed,187,7,1
06/26/2020,Eastern,Probable,3,0,0
06/27/2020,Northwest,Probable,5,0,0
06/27/2020,Eastern,Probable,4,0,0
06/27/2020,Northwest,Confirmed,59,1,1
06/27/2020,Central,Probable,8,0,0
06/27/2020,Southwest,Probable,4,0,0
06/27/2020,Eastern,Confirmed,164,14,2
06/27/2020,Central,Confirmed,84,8,3
06/27/2020,Southwest,Confirmed,77,1,1
06/27/2020,Northern,Probable,4,0,0
06/27/2020,Northern,Confirmed,152,1,3
06/28/2020,Central,Confirmed,94,2,7
06/28/2020,Northern,Confirmed,166,8,4
06/28/2020,Northwest,Confirmed,55,7,4
06/28/2020,Eastern,Confirmed,222,17,2
06/28/2020,Central,Probable,6,0,0
06/28/2020,Southwest,Probable,1,0,0
06/28/2020,Northern,Probable,11,0,0
06/28/2020,Southwest,Confirmed,66,9,0
06/28/2020,Northwest,Probable,10,0,0
06/28/2020,Eastern,Probable,3,0,0
06/29/2020,Northern,Confirmed,233,5,3
06/29/2020,Southwest,Confirmed,124,6,0
06/29/2020,Eastern,Confirmed,397,20,1
06/29/2020,Eastern,Probable,5,0,0
06/29/2020,Central,Confirmed,157,10,3
06/29/2020,Northern,Probable,10,0,0
06/29/2020,Northwest,Confirmed,98,5,2
06/29/2020,Central,Probable,16,0,0
06/29/2020,Northwest,Probable,15,0,0
06/30/2020,Southwest,Probable,3,0,0
06/30/2020,Northwest,Probable,18,0,0
06/30/2020,Eastern,Probable,7,0,0
06/30/2020,Northwest,Confirmed,114,3,1
06/30/2020,Southwest,Confirmed,113,5,0
06/30/2020,Central,Confirmed,154,13,1
06/30/2020,Central,Probable,5,0,1
06/30/2020,Eastern,Confirmed,404,14,2
06/30/2020,Northern,Probable,12,0,1
06/30/2020,Northern,Confirmed,221,8,3
07/01/2020,Eastern,Confirmed,377,14,0
07/01/2020,Central,Probable,5,0,0
07/01/2020,Northwest,Confirmed,84,7,2
07/01/2020,Northwest,Probable,19,0,0
07/01/2020,Eastern,Probable,4,0,0
07/01/2020,Southwest,Confirmed,112,3,1
07/01/2020,Southwest,Probable,4,0,0
07/01/2020,Central,Confirmed,180,9,6
07/01/2020,Northern,Confirmed,215,9,1
07/01/2020,Northern,Probable,17,0,0
07/02/2020,Northwest,Probable,14,0,0
07/02/2020,Northern,Probable,9,0,0
07/02/2020,Central,Probable,8,0,0
07/02/2020,Southwest,Confirmed,94,4,3
07/02/2020,Northwest,Confirmed,118,10,1
07/02/2020,Northern,Confirmed,179,11,5
07/02/2020,Central,Confirmed,123,9,1
07/02/2020,Southwest,Probable,1,0,0
07/02/2020,Eastern,Confirmed,420,21,0
07/02/2020,Eastern,Probable,9,0,1
07/03/2020,Northern,Probable,4,1,0
07/03/2020,Central,Probable,6,0,0
07/03/2020,Northern,Confirmed,141,10,2
07/03/2020,Eastern,Probable,1,0,1
07/03/2020,Northwest,Confirmed,83,8,3
07/03/2020,Eastern,Confirmed,338,11,2
07/03/2020,Southwest,Confirmed,90,4,1
07/03/2020,Central,Confirmed,120,9,1
07/03/2020,Southwest,Probable,4,0,0
07/03/2020,Northwest,Probable,12,0,0
07/04/2020,Central,Probable,2,0,0
07/04/2020,Northern,Probable,3,0,1
07/04/2020,Central,Confirmed,86,10,2
07/04/2020,Northern,Confirmed,108,9,0
07/04/2020,Northwest,Confirmed,66,6,0
07/04/2020,Eastern,Probable,3,0,0
07/04/2020,Eastern,Confirmed,260,12,4
07/04/2020,Southwest,Probable,1,0,0
07/04/2020,Southwest,Confirmed,69,3,0
07/04/2020,Northwest,Probable,26,1,0
07/05/2020,Southwest,Probable,8,0,0
07/05/2020,Eastern,Probable,5,0,0
07/05/2020,Northwest,Confirmed,83,12,1
07/05/2020,Southwest,Confirmed,73,4,0
07/05/2020,Northern,Confirmed,136,9,2
07/05/2020,Eastern,Confirmed,351,22,2
07/05/2020,Central,Confirmed,117,9,2
07/05/2020,Northern,Probable,5,0,0
07/05/2020,Central,Probable,3,0,0
07/05/2020,Northwest,Probable,17,1,0
07/06/2020,Central,Confirmed,236,10,0
07/06/2020,Northern,Probable,13,0,1
07/06/2020,Central,Probable,9,0,0
07/06/2020,Southwest,Probable,5,0,0
07/06/2020,Southwest,Confirmed,143,9,2
07/06/2020,Northern,Confirmed,253,8,3
07/06/2020,Eastern,Probable,6,0,0
07/06/2020,Northwest,Confirmed,104,3,0
07/06/2020,Eastern,Confirmed,508,18,1
07/06/2020,Northwest,Probable,15,0,0
07/07/2020,Eastern,Probable,8,0,0
07/07/2020,Northern,Confirmed,197,9,1
07/07/2020,Eastern,Confirmed,518,21,0
07/07/2020,Central,Probable,13,0,0
07/07/2020,Northwest,Confirmed,125,2,2
07/07/2020,Southwest,Confirmed,144,7,0
07/07/2020,Central,Confirmed,225,13,2
07/07/2020,Northern,Probable,8,0,1
07/07/2020,Southwest,Probable,4,0,0
07/07/2020,Northwest,Probable,26,0,0
07/08/2020,Central,Probable,13,0,0
07/08/2020,Northern,Probable,18,0,0
07/08/2020,Southwest,Confirmed,105,5,1
07/08/2020,Eastern,Probable,5,0,0
07/08/2020,Northern,Confirmed,255,15,1
07/08/2020,Northwest,Confirmed,104,8,1
07/08/2020,Northwest,Probable,24,0,0
07/08/2020,Central,Confirmed,185,8,0
07/08/2020,Eastern,Confirmed,482,29,5
07/08/2020,Southwest,Probable,2,0,1
07/09/2020,Northwest,Confirmed,122,3,3
07/09/2020,Northern,Probable,9,0,0
07/09/2020,Central,Probable,19,0,0
07/09/2020,Central,Confirmed,188,8,1
07/09/2020,Eastern,Probable,6,0,0
07/09/2020,Northwest,Probable,19,0,0
07/09/2020,Eastern,Confirmed,439,19,3
07/09/2020,Southwest,Confirmed,97,9,1
07/09/2020,Southwest,Probable,3,0,0
07/09/2020,Northern,Confirmed,192,4,5
07/10/2020,Eastern,Confirmed,531,34,0
07/10/2020,Northwest,Confirmed,132,6,3
07/10/2020,Northwest,Probable,11,0,0
07/10/2020,Southwest,Probable,2,0,0
07/10/2020,Southwest,Confirmed,99,5,1
07/10/2020,Central,Probable,19,0,1
07/10/2020,Northern,Probable,15,0,0
07/10/2020,Northern,Confirmed,209,7,1
07/10/2020,Central,Confirmed,185,9,2
07/10/2020,Eastern,Probable,11,0,0
07/11/2020,Southwest,Confirmed,93,6,1
07/11/2020,Central,Probable,12,0,0
07/11/2020,Southwest,Probable,5,0,0
07/11/2020,Northern,Confirmed,165,6,6
07/11/2020,Central,Confirmed,146,6,2
07/11/2020,Northwest,Confirmed,70,14,3
07/11/2020,Northwest,Probable,12,0,0
07/11/2020,Eastern,Confirmed,364,16,5
07/11/2020,Northern,Probable,9,0,0
07/11/2020,Eastern,Probable,4,0,1
07/12/2020,Eastern,Probable,9,0,0
07/12/2020,Northern,Probable,8,0,0
07/12/2020,Central,Probable,10,0,0
07/12/2020,Southwest,Confirmed,78,10,0
07/12/2020,Northwest,Probable,7,0,1
07/12/2020,Eastern,Confirmed,375,30,2
07/12/2020,Northwest,Confirmed,95,8,2
07/12/2020,Central,Confirmed,155,6,3
07/12/2020,Northern,Confirmed,110,9,2
07/12/2020,Southwest,Probable,7,0,0
07/13/2020,Northern,Confirmed,246,14,3
07/13/2020,Central,Confirmed,248,10,2
07/13/2020,Northwest,Probable,13,0,0
07/13/2020,Southwest,Confirmed,159,11,0
07/13/2020,Southwest,Probable,7,0,0
07/13/2020,Northern,Probable,19,0,0
07/13/2020,Northwest,Confirmed,97,3,6
07/13/2020,Eastern,Probable,8,0,0
07/13/2020,Central,Probable,23,0,0
07/13/2020,Eastern,Confirmed,490,30,5
07/14/2020,Southwest,Probable,14,0,1
07/14/2020,Central,Confirmed,184,5,3
07/14/2020,Eastern,Confirmed,513,26,6
07/14/2020,Northern,Confirmed,213,9,3
07/14/2020,Southwest,Confirmed,141,10,3
07/14/2020,Northern,Probable,17,0,0
07/14/2020,Central,Probable,15,0,0
07/14/2020,Eastern,Probable,6,0,1
07/14/2020,Northwest,Probable,8,0,0
07/14/2020,Northwest,Confirmed,114,6,1
07/15/2020,Eastern,Confirmed,459,23,2
07/15/2020,Central,Probable,12,0,0
07/15/2020,Central,Confirmed,180,18,5
07/15/2020,Southwest,Probable,22,0,0
07/15/2020,Northern,Confirmed,260,8,4
07/15/2020,Eastern,Probable,7,0,0
07/15/2020,Northern,Probable,19,0,0
07/15/2020,Northwest,Confirmed,104,4,2
07/15/2020,Northwest,Probable,16,0,0
07/15/2020,Southwest,Confirmed,147,5,0
07/16/2020,Eastern,Probable,6,0,0
07/16/2020,Eastern,Confirmed,466,34,4
07/16/2020,Northwest,Probable,12,0,0
07/16/2020,Northwest,Confirmed,92,10,4
07/16/2020,Southwest,Confirmed,139,14,0
07/16/2020,Northern,Probable,12,0,0
07/16/2020,Northern,Confirmed,178,10,3
07/16/2020,Central,Probable,11,0,0
07/16/2020,Central,Confirmed,178,10,2
07/16/2020,Southwest,Probable,6,0,0
07/17/2020,Northern,Probable,16,0,0
07/17/2020,Central,Probable,11,0,0
07/17/2020,Southwest,Confirmed,160,10,1
07/17/2020,Central,Confirmed,196,5,2
07/17/2020,Northwest,Confirmed,95,5,3
07/17/2020,Northern,Confirmed,200,6,3
07/17/2020,Eastern,Confirmed,478,38,8
07/17/2020,Eastern,Probable,6,0,0
07/17/2020,Northwest,Probable,12,0,0
07/17/2020,Southwest,Probable,8,0,1
07/18/2020,Northern,Confirmed,136,11,1
07/18/2020,Central,Confirmed,118,8,2
07/18/2020,Southwest,Confirmed,91,7,1
07/18/2020,Eastern,Probable,2,0,0
07/18/2020,Northwest,Confirmed,79,7,2
07/18/2020,Central,Probable,8,0,0
07/18/2020,Northern,Probable,5,1,1
07/18/2020,Southwest,Probable,7,0,2
07/18/2020,Northwest,Probable,12,0,0
07/18/2020,Eastern,Confirmed,319,29,5
